Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"13131 W Little York Rd, Houston TX 77041",04-165-6000,Toshiba International Corp,850,29.8614945,-95.6047316,335312,Motor and Generator Manufacturing ,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Restricted,Private,36210000,Motors and generators,50840600,Engines and transportation equipment,"$590,488,926",Restricted,Restricted,"1,700",Toshiba International,1967
"22575 State Highway 6 S, Navasota TX 77868",18-151-5607,Inguran  LLC,50,30.4829639,-96.1762323,115210,Support Activities for Animal Production,,,Restricted,Private,07520000,Animal specialty services,,,"$59,017,050",Restricted,Restricted,300,Sexing Technologies,2002
"500 Westridge Dr, Watsonville CA 95076",06-913-4179,West Marine  Inc,120,36.9102091,-121.7827619,441222,Boat Dealers ,454110,Electronic Shopping and Mail-Order Houses ,Restricted,Private,55510401,"Marine supplies, nec",59619916,"Mail order house, nec","$703,371,000",Restricted,Restricted,"3,831",West Marine,1968
"5900 Katella Ave Ste A, Cypress CA 90630",06-779-2481,Mitsubishi Elc US Holdings Inc,4,33.8021143,-118.0301359,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,Restricted,Private,50650000,"Electronic parts and equipment, nec",50450100,Computer peripheral equipment,"$1,540,420,702",Restricted,Restricted,"3,900",Mitsubishi Elect Electrncs USA,2002
"750 Hwy 121 Byp Ste 100, Lewisville TX 75067",07-970-6845,Xome Holdings LLC,500,32.9925067,-96.9698204,531390,Other Activities Related to Real Estate ,,,Restricted,Public,65310300,Real estate listing services,,,"$350,000,000",Restricted,Restricted,"1,000",,2013
"600 Las Colinas Blvd E # 400, Irving TX 75039",04-525-1795,Fleetpride  Inc,120,,,441310,Automotive Parts and Accessories Stores ,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,Restricted,Private,55310107,Truck equipment and parts,50130119,Truck parts and accessories,"$1,316,059,264",Restricted,Restricted,"2,038",,1975
"16100 Lathrop Ave, Harvey IL 60426",05-786-3847,Allied Tube & Conduit Corp,740,41.5938912,-87.6420225,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,,,Restricted,Public,33170200,Welded pipe and tubes,,,"$378,546,291",Restricted,Restricted,750,,1959
"24700 Maplehurst Dr, Clinton Township MI 48036",00-537-6249,Tweddle Group  Inc,250,42.624822,-82.8582895,323117,Books Printing ,323120,Support Activities for Printing,Restricted,Private,27320000,Book printing,27910103,"Photocomposition, for the printing trade","$205,336,992",Restricted,Restricted,650,,1954
"6255 W Sunset Blvd FL 21, Los Angeles CA 90028",60-796-3980,Aids Healthcare Foundation,60,34.0988075,-118.325465,453310,Used Merchandise Stores ,621498,All Other Outpatient Care Centers ,Restricted,Private,59320000,Used merchandise stores,80930000,"Specialty outpatient clinics, nec","$1,163,575,767",Restricted,Restricted,"2,331",Positive Health Care,1987
"200 Ligon St, Norfolk VA 23523",05-791-7536,Metro Machine Corp,400,36.8370525,-76.2908866,336611,Ship Building and Repairing ,,,Restricted,Public,37310000,Shipbuilding and repairing,,,"$267,079,049",Restricted,Restricted,"1,049",General Dynmics Nassco-Norfolk,1963
"5673 E Shields Ave, Fresno CA 93727",00-344-4213,Duncan Financial Corporation,2,36.7799221,-119.6978517,327420,Gypsum Product Manufacturing,339940,Office Supplies (except Paper) Manufacturing,Restricted,Private,32990304,"Moldings, architectural: plaster of paris",39520100,"Artists' materials, except pencils and leads","$49,780,326",Restricted,Restricted,254,,1979
"770 S 70th St, Milwaukee WI 53214",07-616-4771,National Business Furn LLC,100,43.0233739,-87.998384,423210,Furniture Merchant Wholesalers ,,,Restricted,Private,50210106,"Office furniture, nec",,,"$183,902,090",Restricted,Restricted,500,National Business Furniture,2005
"12380 Clark St, Santa Fe Springs CA 90670",00-827-4375,Trojan Battery Company  LLC,365,33.9379651,-118.069286,335912,Primary Battery Manufacturing ,335911,Storage Battery Manufacturing ,Restricted,Private,36920000,"Primary batteries, dry and wet",36919903,Lead acid batteries (storage batteries),"$215,154,660",Restricted,Restricted,600,,1925
"8075 Creekside Dr Ste 210, Portage MI 49024",07-670-1465,Wolverine Pipe Line Company,24,42.2003831,-85.6001949,486910,Pipeline Transportation of Refined Petroleum Products,,,Restricted,Private,46130000,Refined petroleum pipelines,,,"$108,351,798",Restricted,Restricted,75,,1952
"100 Beatties Ford Rd, Charlotte NC 28216",96-061-8452,Northwest Corridor Community,7,35.243588,-80.8569359,925120,Administration of Urban Planning and Community and Rural Development ,,,Restricted,Private,95320000,Urban and community development,,,$0,Restricted,Restricted,7,,1991
"301 Spring St, East Jordan MI 49727",00-602-0309,Ej Usa  Inc,500,45.1556277,-85.1286348,331511,Iron Foundries ,,,Restricted,Private,33219903,"Gray iron castings, nec",,,"$251,519,299",Restricted,Restricted,835,,1883
"1535 Edgewater St NW, Salem OR 97304",87-855-9616,Building Codes Division Oregon,70,44.9385137,-123.064084,925120,Administration of Urban Planning and Community and Rural Development ,,,Restricted,Private,95320000,Urban and community development,,,$0,Restricted,Restricted,103,,1995
"5375 Medpace Way, Cincinnati OH 45227",80-642-9424,Medpace  Inc,700,39.1587945,-84.4020821,541714,Research and Development in Biotechnology (except Nanobiotechnology),424210,Drugs and Druggists' Sundries Merchant Wholesalers ,Restricted,Public,87310102,"Biotechnical research, commercial",51220308,Pharmaceuticals,"$428,035,396",Restricted,Restricted,"2,223",,2002
"3900 E Camelback Rd # 250, Phoenix AZ 85018",05-367-7779,Grand Canyon Title Agency Inc,55,,,541191,Title Abstract and Settlement Offices ,531210,Offices of Real Estate Agents and Brokers,Restricted,Private,65419901,Title and trust companies,65310103,"Escrow agent, real estate","$50,298,400",Restricted,Restricted,165,,1982
"625 Westport Pkwy, Grapevine TX 76051",02-008-1423,Electronics Boutique America,280,32.9031308,-97.0871601,443142,Electronics Stores ,,,Restricted,Public,57340000,Computer and software stores,,,"$2,058,771,666",Restricted,Restricted,280,Electronics Boutique,1998
"1610 James P Rodgers Dr, Valdosta GA 31601",17-351-9109,Bathcraft  LLC,65,30.8002388,-83.279449,326191,Plastics Plumbing Fixture Manufacturing ,,,Restricted,Private,30889906,"Tubs (bath, shower, and laundry), plastics",,,"$20,333,415",Restricted,Restricted,100,Bathcraft,1998
"14747 NW Greenbrier Pkwy, Beaverton OR 97006",06-060-0996,Pacific Office Automation Inc,330,45.52577,-122.8282563,423420,Office Equipment Merchant Wholesalers ,,,Restricted,Private,50440200,Copying equipment,,,"$229,332,566",Restricted,Restricted,600,,1976
"1 Vista Way, Anoka MN 55303",07-933-1239,Vista Outdoor Sales LLC,250,45.2138672,-93.4115228,332992,Small Arms Ammunition Manufacturing ,326299,All Other Rubber Product Manufacturing ,Restricted,Public,34820000,Small arms ammunition,30691500,Rubber hardware,"$116,895,991",Restricted,Restricted,320,,2014
"4808 F Ave, Marcus IA 51035",02-255-0177,Little Soux Corn Prcessors LLC,48,42.821595,-95.764286,325193,Ethyl Alcohol Manufacturing ,,,Restricted,Private,28690104,"Ethyl alcohol, ethanol",,,"$245,000,000",Restricted,Restricted,48,Lscp,2000
"1329 Millwood Rd, McKinney TX 75069",36-409-5273,Encore Wire Corporation,"1,182",33.183828,-96.6014469,335929,Other Communication and Energy Wire Manufacturing ,,,Restricted,Public,33579905,"Building wire and cable, nonferrous",,,"$1,164,248,000",Restricted,Restricted,"1,182",,1989
"1200 Wilson Dr, West Chester PA 19380",15-092-4769,Qvc  Inc,"2,800",39.9931059,-75.5841142,454110,Electronic Shopping and Mail-Order Houses ,,,Restricted,Public,59610000,Catalog and mail-order houses,,,"$8,771,000,000",Restricted,Restricted,"17,100",,1986
"406 University Ave, Oxford MS 38655",62-433-2896,University of Mississippi Foun,13,34.3640013,-89.5266846,813211,Grantmaking Foundations ,,,Restricted,Private,67329902,Educational trust management,,,"$107,840,115",Restricted,Restricted,13,,1973
"12367 Crosthwaite Cir, Poway CA 92064",00-838-1758,Cohu  Inc,130,32.9442912,-117.0395032,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,,Restricted,Public,38250226,Semiconductor test equipment,,,"$352,704,000",Restricted,Restricted,"1,800",Cohu,1947
"7171 Goodlett Farms Pkwy, Cordova TN 38016",19-106-8670,ABF North America Holdings,12,35.176449,-89.822453,311225,Fats and Oils Refining and Blending ,311999,All Other Miscellaneous Food Manufacturing ,Restricted,Private,20799904,"Oil, hydrogenated: edible",20990000,"Food preparations, nec","$69,000,000",Restricted,Restricted,"1,990",,2002
"2550 W Tyvola Rd, Charlotte NC 28217",19-283-9731,Matson Alaska  Inc,78,35.1860298,-80.919657,483113,Coastal and Great Lakes Freight Transportation ,488510,Freight Transportation Arrangement ,Restricted,Public,44240000,Deep sea domestic transportation of freight,47310000,Freight transportation arrangement,"$514,272,479",Restricted,Restricted,"1,621",,2004
"9255 Coverdale Rd, Fort Wayne IN 46809",00-516-1674,Franklin Electric Co  Inc,268,40.9995618,-85.2259184,335312,Motor and Generator Manufacturing ,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Restricted,Public,36210108,"Motors, electric",35610000,Pumps and pumping equipment,"$1,124,909,000",Restricted,Restricted,"5,200",Franklin Electric,1944
"3200 Riverside Dr Ste A, Green Bay WI 54301",00-612-7708,Bay Valley Foods  LLC,275,44.4691876,-88.0446434,311999,All Other Miscellaneous Food Manufacturing ,,,Restricted,Public,20999920,"Vegetables, peeled for the trade",,,"$638,860,088",Restricted,Restricted,"1,000",Bay Valley Foods,1902
"115 W 5th St N, Ladysmith WI 54848",02-330-1567,Buchholz Feed Store Inc,5,45.4643072,-91.1059744,111199,All Other Grain Farming ,424910,Farm Supplies Merchant Wholesalers ,Restricted,Private,01190200,Feeder grains,51910101,"Chemicals, agricultural","$700,000",Restricted,Restricted,10,,1905
"3020 E Camelback Rd # 100, Phoenix AZ 85016",03-505-4928,Dbm Global Inc,89,,,332312,Fabricated Structural Metal Manufacturing ,238120,Structural Steel and Precast Concrete Contractors ,Restricted,Public,34419901,"Building components, structural steel",17910000,Structural steel erection,"$526,322,104",Restricted,Restricted,"1,500",,2001
"800 N Brand Blvd, Glendale CA 91203",14-749-0031,TSC Holdings  Inc,3,34.1581029,-118.2544439,311412,Frozen Specialty Food Manufacturing ,,,Restricted,Private,20380000,"Frozen specialties, nec",,,"$1,760,756,247",Restricted,Restricted,"8,625",,1985
"4500 Produce Rd, Louisville KY 40218",08-239-0378,Derby Fabg Solutions LLC,160,38.1873627,-85.6739525,332216,Saw Blade and Handtool Manufacturing ,336390,Other Motor Vehicle Parts Manufacturing,Restricted,Private,34239908,"Cutting dies, except metal cutting",37140000,Motor vehicle parts and accessories,"$39,493,647",Restricted,Restricted,160,Derby Fabricating,1977
"60 N Maine Ave, Atlantic City NJ 08401",80-927-3907,Flagship Resort Dev Corp,42,39.3698666,-74.4127784,531390,Other Activities Related to Real Estate ,721199,All Other Traveler Accommodation ,Restricted,Private,65310402,"Time-sharing real estate sales, leasing and rentals",70110200,Vacation lodges,"$66,509,299",Restricted,Restricted,350,Flagship Resort,1992
"1 Dauch Dr, Detroit MI 48211",80-884-4567,American Axle & Mfg Inc,325,42.388014,-83.067326,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,,Restricted,Public,37140210,"Rear axle housings, motor vehicle",,,"$495,592,557",Restricted,Restricted,"3,000",AAMCO Transmissions,1993
"7 Optical Ave, Keene NH 03431",00-108-2908,Mpb Corporation,675,42.9209051,-72.2640069,332991,Ball and Roller Bearing Manufacturing,522130,Credit Unions ,Restricted,Public,35629901,Ball bearings and parts,60610000,Federal credit unions,"$276,499,991",Restricted,Restricted,"1,820",Timken Super Precision,1941
"4807 Beryl Rd, Raleigh NC 27606",12-226-5960,Panther Summit Industries Inc,3,35.7918744,-78.7056716,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Restricted,Private,50820102,Road construction and maintenance machinery,50840605,Lift trucks and parts,"$421,919,953",Restricted,Restricted,901,,1927
"6800 Park Ten Blvd, San Antonio TX 78213",01-052-8560,Bexar Country Board of Trustee,625,29.4891988,-98.5440385,623990,Other Residential Care Facilities ,621498,All Other Outpatient Care Centers ,Restricted,Private,83610303,Physically handicapped home,80930000,"Specialty outpatient clinics, nec","$94,400,718",Restricted,Restricted,625,CENTER FOR HEALTH CARE SERVICE,1965
"1654 High Hill Rd, Swedesboro NJ 08085",08-088-7713,Thomas Scientific  LLC,2,39.7644744,-75.3537573,423490,Other Professional Equipment and Supplies Merchant Wholesalers ,333249,Other Industrial Machinery Manufacturing ,Restricted,Public,50490100,Scientific and engineering equipment and supplies,38210112,"Laboratory equipment: fume hoods, distillation racks, etc.","$100,000,000",Restricted,Restricted,127,,2017
"9 Tech Cir, Natick MA 01760",00-510-8068,Sterling Collision Centers LLC,30,42.3150669,-71.3368808,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",,,Restricted,Public,75320404,"Collision shops, automotive",,,"$28,534,755",Restricted,Restricted,300,Sterling Autobody Centers,1997
"50 Allen Ave, Portland ME 04103",05-571-7292,Paul G White Tile Co  Inc,63,43.690618,-70.2936427,238340,Tile and Terrazzo Contractors,238330,Flooring Contractors,Restricted,Private,17439904,"Tile installation, ceramic",17529903,Carpet laying,"$32,769,215",Restricted,Restricted,65,PAUL G WHITE,1970
"6855 Commerce Blvd, Canton MI 48187",06-457-2563,Material Sciences Corporation,10,42.3345062,-83.4388424,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",Restricted,Private,34790215,Painting of metal products,34710105,Electroplating of metals or formed products,"$163,428,169",Restricted,Restricted,467,,1971
"12357 Riata Trace Pkwy A210, Austin TX 78727",94-172-7344,Sonic Healthcare Usa  Inc,104,30.4263112,-97.7413732,621999,All Other Miscellaneous Ambulatory Health Care Services ,,,Restricted,Private,80990201,Health screening service,,,"$501,409,025",Restricted,Restricted,"16,000",,2007
"1 Hartfield Blvd Ste 101, East Windsor CT 06088",07-831-1654,Suominen US Holding  Inc,16,41.9315688,-72.6100222,313230,Nonwoven Fabric Mills,,,Restricted,Private,22970000,Nonwoven fabrics,,,"$137,682,200",Restricted,Restricted,276,,2011
"13024 Balntyn Corp Pl # 700, Charlotte NC 28277",07-981-4371,Babcock & Wilcox Entps Inc,"3,740",,,335312,Motor and Generator Manufacturing ,334519,Other Measuring and Controlling Device Manufacturing ,Restricted,Public,36210110,Power generators,38290507,Nuclear instrument modules,"$1,557,735,000",Restricted,Restricted,"7,000",,1867
"1601 Forum Pl Ste 1400, West Palm Beach FL 33401",14-588-0055,Oxbow Energy Solutions LLC,250,26.7271945,-80.0797707,423520,Coal and Other Mineral and Ore Merchant Wholesalers ,,,Restricted,Private,50520201,Coal,,,"$355,267,272",Restricted,Restricted,800,,2003
"1 Busch Pl, Saint Louis MO 63118",00-628-8799,Anheuser-Busch  LLC,800,38.5984666,-90.2099141,424810,Beer and Ale Merchant Wholesalers ,312120,Breweries,Restricted,Private,51819902,Beer and other fermented malt liquors,20829902,Beer (alcoholic beverage),"$14,620,098,168",Restricted,Restricted,"15,000",Anheuser-Busch,1925
"1363 Michigan St Ne, Grand Rapids MI 49503",00-602-0465,Bucher Hydraulics  Inc,140,42.970792,-85.635206,333996,Fluid Power Pump and Motor Manufacturing ,332912,Fluid Power Valve and Hose Fitting Manufacturing ,Restricted,Private,35940101,"Pumps, hydraulic power transfer",34920000,Fluid power valves and hose fittings,"$49,155,604",Restricted,Restricted,175,,1856
"5850 Ulmerton Rd, Clearwater FL 33760",04-149-5219,Dyco Paints  Inc,35,27.8934018,-82.7143546,444120,Paint and Wallpaper Stores ,325510,Paint and Coating Manufacturing,Restricted,Private,52310201,Paint,28510000,Paints and allied products,"$11,291,203",Restricted,Restricted,50,Suncoast Paint and Design Ctrs,1967
"5690 Dtc Blvd Ste 600w, Greenwood Village CO 80111",07-970-7055,Kentwood Dtc  LLC,68,39.6146984,-104.8876507,531210,Offices of Real Estate Agents and Brokers,561990,All Other Support Services,Restricted,Private,65310105,"Real estate agent, residential",73899944,Relocation service,"$1,900,000,000",Restricted,Restricted,68,,1981
